순위,도서명,상세링크,저자,출판사,출판일,판매가,정가,판매지수,평점,리뷰수,책소개
459,실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,https://www.yes24.com/product/goods/150619242,"김혜진, 왕진영",위키북스,2025년 08월,"31,500","35,000","1,068",10.0,2,
460,Do it! 알고리즘 코딩 테스트 C++ 편,https://www.yes24.com/product/goods/150240159,김종관,이지스퍼블리싱,2025년 08월,"35,100","39,000","1,740",10.0,6,
461,AI와 심리상담,https://www.yes24.com/product/goods/149866394,황매향,커뮤니케이션북스,2025년 08월,"11,400","12,000",552,,,
462,모두의 인공지능 with 파이썬,https://www.yes24.com/product/goods/149224228,이영호,길벗,2025년 07월,"27,000","30,000","2,640",10.0,14,
463,"암호, 비밀을 지키는 과학",https://www.yes24.com/product/goods/148376804,"파노스 루리다스, 안동현",프리렉,2025년 07월,"19,800","22,000",792,9.8,11,
464,시작하세요! 도커/쿠버네티스,https://www.yes24.com/product/goods/148124010,용찬호,위키북스,2025년 07월,"32,400","36,000","1,830",10.0,3,
465,파인만의 컴퓨터 강의,https://www.yes24.com/product/goods/147738180,"리처드 파인만, 토니 헤이, 서환수",한빛미디어,2025년 06월,"26,100","29,000","1,980",9.8,9,
466,C# 교과서,https://www.yes24.com/product/goods/147562377,박용준,길벗,2025년 06월,"35,100","39,000","1,698",9.7,14,
467,픽셀 아트 마스터 컬렉션,https://www.yes24.com/product/goods/147057325,"ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, 정보 더 보기/감추기, ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, m7kenji, 송지연",AK(에이케이 커뮤니케이션즈),2025년 05월,"24,220","25,500","1,170",8.0,2,
468,AI와 비판적 포스트휴머니즘,https://www.yes24.com/product/goods/147056022,박휴용,커뮤니케이션북스,2025년 06월,"12,000","12,000",174,,,
469,2022 개정과 IB 교육 철학을 적용한 초등 개념기반 탐구수업•서술형평가 설계와 실천,https://www.yes24.com/product/goods/147034290,진경오,앤써북,2025년 05월,"18,900","21,000","3,240",9.8,12,
470,선생님을 위한 교육용 AI 챗봇 활용법,https://www.yes24.com/product/goods/146929026,"임세범, 박지은, 나희정, 조정연",앤써북,2025년 06월,"20,250","22,500","2,010",10.0,10,
471,테디노트의 랭체인을 활용한 RAG 비법노트 : 기본편,https://www.yes24.com/product/goods/146874665,이경록,리코멘드,2025년 05월,"30,600","34,000","4,194",10.0,1,
472,한 권으로 끝내는 직장인 필수 IT 지식,https://www.yes24.com/product/goods/146529227,"정명림, 김효섭, 박준영, 이수현, 박지은, 정보 더 보기/감추기, 정명림, 김효섭, 박준영, 이수현, 박지은, 이지성",비제이퍼블릭(BJ퍼블릭),2025년 05월,"24,750","27,500",438,9.4,16,
473,59가지 통계학 궁금증 완전 정복,https://www.yes24.com/product/goods/146344298,황성원,길벗,2025년 05월,"21,600","24,000","1,566",10.0,14,
474,러닝 랭체인,https://www.yes24.com/product/goods/146327472,"메이오 오신, 누노 캄포스, 강민혁",한빛미디어,2025년 05월,"25,200","28,000","2,376",9.5,26,
475,코딩 자율학습 컴퓨터 구조와 운영체제,https://www.yes24.com/product/goods/146051138,기술노트 알렉,길벗,2025년 05월,"23,400","26,000",858,10.0,20,
476,AI x 창의성: 미술·혁신·교육,https://www.yes24.com/product/goods/145967474,박지숙,아트브릿지,2025년 04월,"17,820","19,800",567,,,
477,모두의 딥러닝,https://www.yes24.com/product/goods/145612410,조태호,길벗,2025년 04월,"26,100","29,000","3,078",10.0,13,
478,맥킨지의 로지컬 라이팅,https://www.yes24.com/product/goods/145239043,"아카바 유지, 이지현",유엑스리뷰,2025년 04월,"20,700","23,000",594,9.7,33,
479,예제로 배우는 C++ STL,https://www.yes24.com/product/goods/144980037,"빌 와인먼, 유동환",영진닷컴,2025년 04월,"29,700","33,000",546,9.5,11,
480,생성 AI를 활용한 나만의 콘텐츠 만들기,https://www.yes24.com/product/goods/144687205,김민후,영진닷컴,2025년 04월,"22,500","25,000",792,10.0,5,
481,된다! 업무에 바로 쓰는 구글 활용법,https://www.yes24.com/product/goods/144253147,이광희,이지스퍼블리싱,2025년 04월,"18,900","21,000","4,062",10.0,18,
482,쉽고 빠르게 익히는 실전 LLM,https://www.yes24.com/product/goods/144087363,"시난 오즈데미르, 신병훈",한빛미디어,2025년 03월,"27,000","30,000",807,8.4,14,
483,챗GPT 일타강사의 직장인 업무 만렙 공략집,https://www.yes24.com/product/goods/143909071,이승필,한빛미디어,2025년 03월,"21,600","24,000","2,040",9.2,31,
484,선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드,https://www.yes24.com/product/goods/143533211,"강우혁, 김송희, 서승희, 송석리, 한솔, 정보 더 보기/감추기, 강우혁, 김송희, 서승희, 송석리, 한솔, 한준구, 황수빈",골든래빗,2025년 04월,"25,200","28,000","3,105",10.0,6,
485,"UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편",https://www.yes24.com/product/goods/143343835,"조성봉, 이정은",위키북스,2025년 03월,"25,200","28,000",390,10.0,2,
486,일반통계학,https://www.yes24.com/product/goods/143081338,서울대학교 자연과학대학 통계학과,한빛아카데미,2025년 03월,"35,000","35,000","2,046",,,
487,개념탑재 오토캐드,https://www.yes24.com/product/goods/142996257,"정인수, 이승열, 김애림, 이예진",피앤피북,2025년 02월,"22,500","25,000","1,692",,,
488,Kotlin in Action 2/e,https://www.yes24.com/product/goods/142690359,"세바스티안 아이그너, 로만 엘리자로프, 스베트라나 이사코바, 드미트리 제메로프, 오현석",에이콘출판사,2025년 02월,"43,200","48,000","1,650",10.0,2,
489,띠웅's 타이포그래피 with 프로크리에이트,https://www.yes24.com/product/goods/141828205,띠웅,다산스마트에듀,2025년 01월,"22,500","25,000","2,316",9.8,18,
490,된다! 맥북&아이맥 - 맥OS 세쿼이아 판,https://www.yes24.com/product/goods/141262171,"쌤쌤티비, 케이트",이지스퍼블리싱,2025년 01월,"17,100","19,000","2,022",10.0,7,
491,선생님을 위한 노션,https://www.yes24.com/product/goods/140242586,임세범,앤써북,2025년 01월,"19,620","21,800","10,980",9.9,18,
492,앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI,https://www.yes24.com/product/goods/139777149,"김수연, 전진아, 장문철",앤써북,2024년 12월,"16,920","18,800","2,370",10.0,4,
493,실무에 바로 쓰는 일잘러의 제안서 작성법,https://www.yes24.com/product/goods/139638401,박서윤,제이펍,2024년 11월,"15,120","16,800","1,044",9.9,15,
494,AGI의 시대,https://www.yes24.com/product/goods/139591837,한상기,한빛미디어,2024년 11월,"19,800","22,000","1,860",9.5,20,
495,데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오,https://www.yes24.com/product/goods/138964141,천영훈,디지털북스,2024년 12월,"18,000","20,000",798,8.0,2,
496,된다! 7일 실무 워드,https://www.yes24.com/product/goods/136374348,이충욱,이지스퍼블리싱,2024년 11월,"16,200","18,000","1,140",10.0,9,
497,AI 영화 제작,https://www.yes24.com/product/goods/136304038,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 11월,"24,300","27,000","2,478",9.7,84,
498,한 권으로 배우는 게임 프로그래밍,https://www.yes24.com/product/goods/135854770,"박태준, 박효재, 윤하연",한빛미디어,2024년 10월,"25,200","28,000","1,230",9.7,12,
499,이것이 우분투 리눅스다,https://www.yes24.com/product/goods/135800272,"우재남, 박길식",한빛미디어,2024년 11월,"32,400","36,000","2,280",9.7,25,
500,규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템,https://www.yes24.com/product/goods/135441079,장선웅,북랩,2024년 10월,"25,200","28,000","1,254",10.0,2,
501,무조건 쿠팡에서 팔아라 그래야 산다,https://www.yes24.com/product/goods/135223090,"하지혜, 오대장",우리네삶,2026년 01월,"21,600","24,000","4,098",10.0,46,
502,그림으로 이해하는 시스템 설계,https://www.yes24.com/product/goods/133892049,"이시구로 나오키, 서수환",길벗,2024년 09월,"19,800","22,000","1,050",10.0,20,
503,콘셉트로 풀어내는 소프트웨어 디자인,https://www.yes24.com/product/goods/133328190,"다니엘 잭슨, 이정표",에이콘출판사,2024년 09월,"25,200","28,000",210,,,
504,잘 읽히는 보고서 문장의 비밀,https://www.yes24.com/product/goods/131189891,임영균,한빛미디어,2024년 08월,"16,200","18,000","1,770",9.7,35,
505,색 잘 쓰는 디자이너,https://www.yes24.com/product/goods/128725552,"고바야시 레나, 강아윤",이지스퍼블리싱,2024년 08월,"16,200","18,000","2,280",9.9,31,
506,어디에나 있고 무엇이든 하는 알고리즘 이야기,https://www.yes24.com/product/goods/128251064,문병로,김영사,2024년 06월,"12,150","13,500","2,028",,,
507,안드로이드 모의해킹 입문,https://www.yes24.com/product/goods/128141387,박도현,비제이퍼블릭(BJ퍼블릭),2024년 06월,"24,300","27,000",330,9.7,6,
508,초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들,https://www.yes24.com/product/goods/128122789,"전진아, 김수연",앤써북,2024년 06월,"15,930","17,700","1,935",9.8,13,
509,혼자 해도 프로처럼 잘 만드는 굿즈 제작 비법,https://www.yes24.com/product/goods/127788111,박정아,한빛미디어,2024년 06월,"19,800","22,000","1,590",9.7,39,
510,엔트리 인공지능 with 햄스터 로봇,https://www.yes24.com/product/goods/126829855,"강윤지, 박찬규, 강성웅, 김원유, 심재민, 정보 더 보기/감추기, 강윤지, 박찬규, 강성웅, 김원유, 심재민, 김연구, 홍성용, 김경상, 정인재, 박광현",영진닷컴,2024년 05월,"16,200","18,000","2,415",9.5,4,
511,Do it! 조코딩의 첫 웹 개발,https://www.yes24.com/product/goods/126594782,"조동근, 조경민",이지스퍼블리싱,2024년 05월,"15,300","17,000",558,8.5,17,
512,챗GPT 프롬프트 120% 질문 기술,https://www.yes24.com/product/goods/126181417,"ChatGPT 비즈니스 연구회, 김모세",정보문화사,2024년 04월,"13,500","15,000","2,292",9.3,41,
513,코딩 테스트 합격자 되기 - C++ 편,https://www.yes24.com/product/goods/126161512,박경록,골든래빗,2024년 05월,"40,500","45,000",870,10.0,25,
514,마인크래프트 초보자 가이드 New Edition,https://www.yes24.com/product/goods/126010839,"Mojang Studio, 이주안",영진닷컴,2024년 04월,"13,500","15,000","3,438",9.6,15,
515,컴퓨터 밑바닥의 비밀,https://www.yes24.com/product/goods/125299750,"루 샤오펑, 김진호",길벗,2024년 03월,"29,700","33,000","2,226",9.7,44,
516,만들면서 배우는 워드프레스,https://www.yes24.com/product/goods/125131637,박현우,한빛미디어,2024년 03월,"26,100","29,000","2,952",9.7,30,
517,가상 면접 사례로 배우는 머신러닝 시스템 설계 기초,https://www.yes24.com/product/goods/124939147,"알리 아미니안, 알렉스 쉬, 최종일",인사이트(insight),2024년 02월,"24,300","27,000","1,140",9.0,12,
518,Do it! 시뮬레이터+키트로 완성하는 아두이노 입문,https://www.yes24.com/product/goods/124608984,박필준,이지스퍼블리싱,2024년 01월,"22,950","25,500","1,320",9.9,14,
519,팅커캐드 3D 디자인&코딩,https://www.yes24.com/product/goods/124536057,이상범,REXmedia(렉스미디어),2024년 01월,"12,600","14,000",288,,,
520,결정적 사건으로 배우는 암호학,https://www.yes24.com/product/goods/124213797,"윤진, 이솔",골든래빗,2024년 01월,"18,000","20,000",714,10.0,6,
521,가상 면접 사례로 배우는 대규모 시스템 설계 기초 2,https://www.yes24.com/product/goods/124138645,"알렉스 쉬, 산 람, 이병준",인사이트(insight),2024년 01월,"32,400","36,000","3,306",9.7,23,
522,AUTODESK INVENTOR 오토데스크 인벤터 2024 : 초급편,https://www.yes24.com/product/goods/123818817,조성일,청담북스,2024년 01월,"28,800","32,000",414,,,
523,초등학생을 위한 디지털 드로잉 무작정 따라하기,https://www.yes24.com/product/goods/123688646,"권동균, 김수민",길벗,2023년 11월,"18,000","20,000","1,104",9.6,10,
524,된다! 7일 실무 한글,https://www.yes24.com/product/goods/122598455,한정희,이지스퍼블리싱,2023년 10월,"16,200","18,000","4,392",9.8,46,
525,자동화 마케팅 무작정 따라하기,https://www.yes24.com/product/goods/122432412,"신태순, 조수현",길벗,2023년 09월,"19,800","22,000",222,9.4,21,
526,나는 파이썬으로 머신러닝한다 2,https://www.yes24.com/product/goods/122320508,"장병철, 이지항, 박지훈, 최정원",씨마스,2023년 09월,"20,700","23,000",900,9.9,35,
527,가장 쉬운 이모티콘 만들기,https://www.yes24.com/product/goods/122141598,정수진,정보문화사,2023년 09월,"19,800","22,000",372,9.9,51,
528,코딩 교육을 위한 마이크로비트,https://www.yes24.com/product/goods/122093181,아이씨뱅큐,제이펍,2023년 09월,"16,920","18,800","1,608",9.0,7,
529,개발자와의 협업을 위한 IT 필수 지식,https://www.yes24.com/product/goods/121991923,최선신,영진닷컴,2023년 08월,"15,300","17,000",804,9.9,29,
530,파이썬 생활 프로젝트 코딩,https://www.yes24.com/product/goods/121948165,서승희,길벗,2023년 08월,"16,200","18,000",492,9.9,29,
531,상상을 실현하는 로블록스 게임 만들기,https://www.yes24.com/product/goods/121913198,"강태훈, 장준하, D.LAB",한빛미디어,2023년 08월,"19,800","22,000","2,430",9.7,41,
532,로블록스 타워맵 만들기,https://www.yes24.com/product/goods/121567188,노페어(Nofair),디지털북스,2023년 08월,"20,700","23,000",660,,,
533,"HMI를 활용한 스마트팜, 스마트 팩토리 DIY",https://www.yes24.com/product/goods/120530104,"변정한, 박주광, 이새봄",생각나눔,2023년 07월,"16,200","18,000",582,,,
534,사실은 이것도 디자인입니다,https://www.yes24.com/product/goods/120235845,김성연(우디),한빛미디어,2023년 07월,"17,100","19,000",822,9.8,63,
535,견고한 데이터 엔지니어링,https://www.yes24.com/product/goods/119712582,"조 라이스, 맷 하우슬리, 김인범",한빛미디어,2023년 06월,"34,200","38,000","1,710",9.2,39,
536,모던 로보틱스,https://www.yes24.com/product/goods/118754202,"케빈 M. 린치, 박종우, 이병호, 윤상웅, 권재운, 정보 더 보기/감추기, 케빈 M. 린치, 박종우, 이병호, 윤상웅, 권재운, 김영훈, 김종민, 임중빈, 손민준, 정진, 이상현, 양우성",에이콘출판사,2023년 05월,"45,000","50,000","1,206",10.0,1,
537,이것이 C#이다,https://www.yes24.com/product/goods/118685906,박상현,한빛미디어,2023년 05월,"32,400","36,000","2,670",9.1,30,
538,파이썬 라이브러리를 활용한 데이터 분석,https://www.yes24.com/product/goods/118523424,"웨스 맥키니, 김영근",한빛미디어,2023년 05월,"35,100","39,000","1,911",8.7,31,
539,실무에 바로 쓰는 일잘러의 엑셀 입문,https://www.yes24.com/product/goods/118500774,"후지이 나오야, 오야마 게이스케, 구수영",제이펍,2023년 04월,"16,920","18,800",756,9.7,15,
540,마인크래프트 놀라운 발명품 만들기,https://www.yes24.com/product/goods/118279214,Mojang Studio,영진닷컴,2023년 04월,"14,400","16,000",246,6.0,2,
541,소프트웨어 장인 정신 이야기,https://www.yes24.com/product/goods/117713965,"로버트 C. 마틴, 정지용",인사이트(insight),2023년 03월,"28,800","32,000",264,10.0,1,
542,HTML5 + CSS3 + JavaScript로 배우는 웹프로그래밍 기초,https://www.yes24.com/product/goods/116981971,천인국,인피니티북스,2023년 01월,"33,000","33,000","1,314",9.0,2,
543,오피스 초보 직장인을 위한 엑셀&파워포인트&워드&윈도우 11,https://www.yes24.com/product/goods/116578742,"장경호, 권순만",영진닷컴,2023년 01월,"19,800","22,000",594,9.8,22,
